	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	406.27926784735	1.01693514659723	0.396325888142422	2.56590643463539	0.0102906582631385	0.0381592819877778
2	0.255801435038775	-0.756176371302142	3.02559990533092	-0.249926095638028	0.80264450208302	NA
3	105.87197453815	0.636650150668895	0.319405981367802	1.99323177337678	0.046236073381407	0.120017808058921
4	104.480303684181	0.305490432406476	0.238250094503831	1.28222586036189	0.199763427017834	0.348097018917885
5	62.8125595210144	1.55346234540896	0.54788111211646	2.83540043825921	0.00457682782727801	0.0202824619170478
6	43.1990404454274	-1.10614437325934	0.37324855519902	-2.9635596919311	0.00304103074634726	0.0148025859561386
7	4589.91108478616	-0.269086220703248	0.41934825810967	-0.641677211004119	0.521082788898242	0.670967543346152
8	312.000635317181	1.11051908677768	0.274457939468331	4.0462268605854	5.20497927995165e-05	0.000593770010966098
9	926.279356831023	0.6308210744136	0.360157685775383	1.75151357121675	0.0798574856810111	0.180095605062091
10	110.753259499028	1.14293862403226	0.3158161456418	3.6189999776914	0.000295743663965866	0.00239717869132819
11	15.6343451013923	1.16733314429604	0.514918305837547	2.26702591665935	0.023388642561468	0.0718525671608949
12	67.4099203497959	0.404395326793516	0.334987614545753	1.20719486104548	0.227357109078047	0.381224820405982
13	120.526361967261	0.112254435740636	0.182216737429751	0.61604898278849	0.53786219176823	0.685282669760576
14	82.3697462669399	1.86638485771007	0.468629547679363	3.98264442981101	6.81526819069787e-05	0.000738594159092091
15	76.499492110189	0.871340629691389	0.281109258639191	3.09965112465318	0.00193748708471208	0.0102910466741228
16	77.0361364103952	-1.3359342994733	0.999084196720032	-1.3371588739559	0.18117078299103	0.325224887625993
17	230.943149075607	0.901886139872174	0.188404477700303	4.78696765003013	1.69320113695092e-06	3.86351388194404e-05
18	191.325081903578	0.290562787829788	0.31372932445868	0.926157566976359	0.354364100778382	0.516236035216505
19	127.153308316798	0.697074482710117	0.265133555292647	2.62914470384824	0.00855999280247835	0.0330284457055552
20	52.7392805816104	0.238582313068393	0.259158979325353	0.920602148107985	0.357258180286554	0.518934139093318
21	121.179123608319	-0.102811254355522	0.301991822379643	-0.340443835681997	0.733522311900802	0.837844143820315
22	422.037095542084	-0.0782949741826412	0.297543727874831	-0.263137706655265	0.792444442002464	0.878811389509656
23	14.6280665434331	0.518973756219537	0.613560916125582	0.845839007309448	0.397642561580737	0.559232884343485
24	9.88009135045236	-1.00308165842479	0.871155057654943	-1.15143871301739	0.249551795033569	0.406593936274515
25	0.460110508486432	-2.57080221425052	2.99316547015254	-0.858890776298948	0.390400778693664	NA
26	9.25980301974865	0.231728533399965	0.789362505324997	0.293564150611078	0.769090972956509	0.862033751455251
27	101.008274795309	-0.504427533836614	0.294128661574846	-1.71498938979891	0.0863471722385469	0.190526539671145
28	857.837023960641	0.32196969878973	0.241218237425159	1.33476515800189	0.181953220306055	0.3261724914591
29	69.0890402439575	-0.0259920263551938	0.222868361193819	-0.116625016740665	0.907157212510001	0.949332015378469
30	2401.61017442331	-0.587530694251293	0.376689439287508	-1.55972170433709	0.118825660792036	0.239477196831572
31	232.784548514572	0.510443229533624	0.219720221188238	2.32315089969038	0.0201710474140467	0.0639127138626168
32	19.9451261524785	0.427701249558585	0.476639301132086	0.897326864450191	0.369544525468696	0.531632885938271
33	31.3084322343523	-0.715537013979923	0.73969447780409	-0.967341294887205	0.333373446567681	0.494924742312446
34	73.6880297889426	0.788647568898735	0.565852679369857	1.39373302919938	0.163398238291346	0.302111716641021
35	35.310060299505	-0.48491080013257	0.613274526202065	-0.790691247418287	0.429124184847524	0.588645437454106
36	222.916887091348	0.306464496997981	0.227036646509547	1.34984594650051	0.177065403239135	0.320375670405635
37	110.399774343462	-0.0707408678495707	0.275304403433578	-0.256955090319281	0.797213441981391	0.88181049890989
38	798.427155583802	-0.627688388898914	0.192571563280557	-3.25950715778548	0.00111605964315672	0.00673802300690882
39	1369.22754589408	-0.0291690347144723	0.548778318713247	-0.0531526733469841	0.95761026347136	0.978211776498566
40	49.0855893419282	0.447678087633702	0.293219493295656	1.52676782366002	0.126818755321278	0.251089980671168
41	419.175338665429	0.0108657742089633	0.287792319646601	0.0377556087052848	0.969882538236899	0.984661025136346
42	6.44011462761629	-0.769137724933573	0.799602274254889	-0.96190037184461	0.336099651776922	0.497592382868028
43	2332.93471681298	-1.73289421353351	0.486814110901912	-3.55966307205641	0.000371330896186672	0.00286684666894741
44	205.639442488628	-0.0237196777545554	0.157866338134209	-0.150251649812706	0.880566077709301	0.933884449026093
45	63.907191764713	-0.476400151414613	0.398550499908716	-1.19533196301028	0.231957356410767	0.386758126700114
46	612.489896340414	0.147034915456047	0.307950150119168	0.477463366714219	0.63303220091911	0.762100127978434
47	680.817391761962	-0.0110467240960386	0.251776025956404	-0.0438752023909989	0.965003881886133	0.981502696499805
48	231.719299905004	-0.16709881547373	0.204969094116252	-0.815239078819153	0.414935472868878	0.575581293435785
49	49.4636138056621	-1.26508355419335	0.406538849253039	-3.11183926583589	0.00185925700109725	0.00999020769912159
50	425.366552742335	0.415182053628759	0.253612071942666	1.63707527977067	0.101614741072342	0.214117234919924
51	188.14909623696	0.136422688165888	0.173971895757564	0.784165095010505	0.432943243485887	0.592371907897521
52	269.609490031634	-0.285370637941469	0.257097004655784	-1.10997262812742	0.267010821651376	0.425322104225976
53	15.1877847363639	-0.510876276922615	0.570628494620557	-0.895287006763175	0.370633684204258	0.532394384079883
54	97.8272172479813	1.0859703086777	0.262364404702962	4.13916784903498	3.48567862841681e-05	0.000428494087922795
